filename, correct?, chosen entity, MRR
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4ecfd63b581fcd1a1d948c58dc4fe3a9cb64a87e.question,false,@entity8,0.25
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4eea589fd16b617d9fa6642b80eda541c1156545.question,true,@entity48,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4eec7ee08fc46cc61c2ffeae16d5b28fa79ca512.question,true,@entity9,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4f01f15c74d444bb29b4d4d6ac3b4b26024a6019.question,true,@entity1,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4f0df59293f3e17fb91383c2d504effed65dd18c.question,false,@entity23,0.09090909090909091
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4f3b16102fe67745f486d96ad0b23916bbc5c260.question,true,@entity4,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4f6dc4243f703ae45167f60d658b31768aef203b.question,true,@entity4,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4f81f249f3203113bb8e112f535d618874bac271.question,true,@entity48,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4fa38595d90c0e9ac9becabbddd5c87f412de9e0.question,true,@entity1,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4fadb207a70d286dd078868301e024fa414c54b7.question,false,@entity5,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4fc119aa8374053e215281b3cfca8e0e45504561.question,false,@entity9,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4fdf01454e546b8d910599e483a4cf892a780aa3.question,false,@entity9,0.14285714285714285
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4fe717716a9e513665ab8a23262fab497d55d983.question,false,@entity8,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4ff17a349f334ce276959b958648aa2aa00f5c34.question,false,@entity89,0.16666666666666666
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4ff69267339c0e8ff6de8b90151e8e9b8c6ae038.question,false,@entity10,0.25
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/4ffae298eb28cf0a339153c6919bfe05f49e9748.question,false,@entity50,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/501e599c19401fdd6e0c86e88eb5eff2802883e0.question,true,@entity1,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/5030cd8648ba46f30a2782dd1fc506bafaaf50b2.question,true,@entity68,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/503c197aa405f5fabedd316abac6ca4f2e04154d.question,true,@entity2,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50437d81eb8a3d70f0ab5c7cfcad337f987f668c.question,false,@entity17,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50477fc3e917e4093153fd1252771678a1977f8d.question,true,@entity7,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50698c1659ee88b1e18fe3a7c4368bb6379c46f2.question,false,@entity1,0.09090909090909091
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50aef2a3db4f40d7c69f87cbb6d9200ca5199db8.question,true,@entity143,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50cb5e5aad02160d385f4bdbb12845465ac5f110.question,false,@entity28,0.16666666666666666
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50e9597e7323ac77be7007e97f7ee68384378d83.question,false,@entity50,0.2
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50e9c240198741f55ea09c779be102cd3f908d67.question,false,@entity0,0.023255813953488372
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/50ef9591e6e3aa3ae5b3671a7a460d42327d86ad.question,false,@entity5,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/5106f07cd915c8de4f54398f734617fb05ae759a.question,false,@entity9,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/512c8287cd5da1267c7a16b3fb293e46d1f93c81.question,true,@entity15,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/51585228b0caef315f0fb1028c07231992d47554.question,true,@entity3,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/517bf2a5d5733bf46eb0d3a989b288e7df3854a0.question,true,@entity0,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/518c77209b3278570f46b9cce70192dd9539abb9.question,true,@entity19,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/518e3062997bc8d7edeb7d937c818ba61d7af3d2.question,false,@entity3,0.3333333333333333
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/519b74e1d8354a1c7d2f46b52c947f47e36f3659.question,false,@entity5,0.2
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/51b846a3c02ead1cd30ed5f8e5ada3db223a08ca.question,true,@entity158,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/51e5937d4f94a50c21ece989c88f7651e0516f6c.question,false,@entity0,0.25
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/51ece76985fa7943e56c7799b1d632b1bece9ee2.question,false,@entity15,0.3333333333333333
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/5222e848fb0fe18e828ee911613c335b7ad7704f.question,false,@entity105,0.08333333333333333
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52396af819758310900cc27837a2504046c61961.question,false,@entity23,0.3333333333333333
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/5265c11046f95e52b1dd67ba4e8fb27a38510d2f.question,false,@entity0,0.3333333333333333
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/526cb7cda7ec9eb14c61d9f1d0a2bca51269cc09.question,false,@entity7,0.25
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/5277798a1239697d9cac1793d469fdc1159203e8.question,true,@entity10,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52a36369bcd97e0fc98bb567683e5d8a316c871d.question,true,@entity14,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52c6246113292eb87850a676883c18ba168c5a54.question,true,@entity29,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52d2b2efcb4c2c67531b716ebeb364781124d1c0.question,false,@entity5,0.16666666666666666
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52d35555ae1ad1863f102f28948a173bc20d0bf9.question,false,@entity1,0.14285714285714285
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52d6bf80efa1bda6a1fb8c4d0d66db392f8f4af5.question,true,@entity4,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52ecc1518122f2807be0a9f4e5fcb20e146fbe9d.question,false,@entity41,0.5
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/52ecfb0015ac677280a86949157e837201d1d083.question,false,@entity22,0.037037037037037035
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/530bd047cc28daf659ec944eb2960f3ae08b6cc1.question,true,@entity0,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53217e9cc8c92aa122c8c0dac3089298821fcd2b.question,true,@entity6,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53432f343892366f9e7c2752717b9c1e8a721767.question,true,@entity22,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53543c4a773ea7178c5dad0797f0a94a3c7bfe29.question,true,@entity23,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/535e74e8babb3a584505f3a140222edbe5868dd1.question,false,@entity8,0.2
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/538f81e68f8b50c4309e3623c51d647aa715baaa.question,true,@entity1,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53906ee1f063e2c3823de1ce68498217737adffa.question,true,@entity3,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53e88788f359a69fa7d97771ababa7417964fa27.question,false,@entity2,0.25
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53f2255da45055c115462b515db45868084bc81a.question,true,@entity4,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/53ffde49d01f396010b916d93f91f5b4a84ebd66.question,true,@entity1,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/541a94f083d50cee920e6d54657f8dc6b003d9b9.question,true,@entity13,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/54775c311900a24910d035088065d0e69bc4e3aa.question,true,@entity9,1.0
/Users/leah/Tulip/CMU/Spring2016/Semantics/727/src/main/resources/largeTest/549ee9359dbfb51efbc3eb1be0854c11b9658c38.question,true,@entity146,1.0
